timestamp,segment,mode,tracking_mode,sample_rate,eyes_tracked,left_gaze_x,left_gaze_y,left_pupil,right_gaze_x,right_gaze_y,right_pupil,status,left_raw_px,left_raw_py,left_raw_pa,left_raw_width,left_raw_height,left_raw_crx,left_raw_cry,left_raw_crarea,left_raw_cr2x,left_raw_cr2y,left_raw_cr2area,right_raw_px,right_raw_py,right_raw_pa,right_raw_width,right_raw_height,right_raw_crx,right_raw_cry,right_raw_crarea,right_raw_cr2x,right_raw_cr2y,right_raw_cr2area,left_href_x,left_href_y,right_href_x,right_href_y,cal_target_index
860845,1,RECORD,CR,500,L,626.6,674.5,1173.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860847,1,RECORD,CR,500,L,626.6,674.4,1173.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860849,1,RECORD,CR,500,L,627.0,674.5,1175.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860851,1,RECORD,CR,500,L,627.6,674.6,1176.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860853,1,RECORD,CR,500,L,628.4,674.3,1177.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860855,1,RECORD,CR,500,L,628.6,675.0,1177.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860857,1,RECORD,CR,500,L,628.8,676.2,1179.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860859,1,RECORD,CR,500,L,629.6,677.2,1182.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860861,1,RECORD,CR,500,L,630.0,678.0,1180.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860863,1,RECORD,CR,500,L,629.8,677.4,1180.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860865,1,RECORD,CR,500,L,629.7,677.5,1180.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860867,1,RECORD,CR,500,L,630.4,678.7,1181.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860869,1,RECORD,CR,500,L,630.9,679.2,1182.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860871,1,RECORD,CR,500,L,631.2,680.6,1180.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860873,1,RECORD,CR,500,L,631.4,681.4,1181.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860875,1,RECORD,CR,500,L,631.4,680.9,1181.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860877,1,RECORD,CR,500,L,631.6,680.4,1180.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860879,1,RECORD,CR,500,L,631.7,680.2,1179.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860881,1,RECORD,CR,500,L,631.6,680.0,1179.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860883,1,RECORD,CR,500,L,631.5,680.0,1178.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860885,1,RECORD,CR,500,L,631.4,679.7,1177.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860887,1,RECORD,CR,500,L,631.4,679.8,1177.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860889,1,RECORD,CR,500,L,632.0,680.4,1177.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860891,1,RECORD,CR,500,L,632.5,679.9,1177.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860893,1,RECORD,CR,500,L,632.3,679.4,1174.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860895,1,RECORD,CR,500,L,631.9,679.4,1170.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860897,1,RECORD,CR,500,L,631.8,679.5,1171.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860899,1,RECORD,CR,500,L,631.7,679.4,1173.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860901,1,RECORD,CR,500,L,631.7,679.7,1174.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860903,1,RECORD,CR,500,L,631.8,679.9,1170.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860905,1,RECORD,CR,500,L,631.6,679.8,1169.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860907,1,RECORD,CR,500,L,631.5,680.0,1171.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860909,1,RECORD,CR,500,L,631.5,681.0,1171.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860911,1,RECORD,CR,500,L,631.5,681.4,1169.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860913,1,RECORD,CR,500,L,631.9,681.3,1167.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860915,1,RECORD,CR,500,L,631.6,681.3,1167.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860917,1,RECORD,CR,500,L,631.5,681.2,1166.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860919,1,RECORD,CR,500,L,630.8,680.8,1167.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
